Testing with 16 test cases
0 2022anonAEZ20220520170840
100 2022anonAAT20220519142245
101 2022anonAAT20220519150150
102 2022anonAAU20220519203528
103 2022anonAAW20220518195239
104 2022anonAAZ20220518194213
105 2022anonABB20220515120225
106 2022anonABB20220515121605
107 2022anonABG20220520170549
108 2022anonABG20220520183922
109 2022anonABI20220518110952
110 2022anonABI20220520134621
111 2022anonABI20220520134737
112 2022anonABI20220520134931
113 2022anonABL20220517124231
114 2022anonABL20220517131414
115 2022anonABL20220517132127
116 2022anonABM20220518114632
117 2022anonABM20220520111139
118 2022anonABM20220520134635
119 2022anonABP20220520182511
120 2022anonABQ20220519152256
121 2022anonABR20220520181936
122 2022anonABR20220520184355
123 2022anonABR20220520190141
124 2022anonABS20220517182037
125 2022anonABS20220517183836
126 2022anonABT20220519143042
127 2022anonABT20220519143559
128 2021anonACW20210502115358
129 2021anonACW20210502143231
130 2021anonACW20210506141937
131 2021anonACY20210503194054
132 2021anonACY20210727211146
133 2021anonACY20210727211718
134 2021anonADA20210507221753
135 2021anonADB20210507165407
136 2021anonADC20210508081040
137 2021anonADE20210507122536
138 2021anonADF20210506184623
139 2021anonADF20210506185410
140 2021anonADG20210506115953
141 2021anonADJ20210502094211
142 2021anonADJ20210506092918
143 2021anonADJ20210506093519
144 2021anonADJ20210506094542
145 2021anonADK20210503093307
146 2021anonADK20210505103216
147 2021anonADK20210725114711
148 2021anonADK20210725114925
149 2021anonADO20210728102702
150 2021anonADO20210728102830
151 2021anonADP20210505115722
152 2021anonADQ20210715202601
153 2021anonADQ20210717185002
154 2021anonADW20210505105612
155 2021anonADW20210505110616
156 2021anonADW20210505110835
157 2021anonADX20210507161119
158 2021anonADX20210507162225
159 2021anonAEB20210507094715
160 2021anonAEH20210504195933
161 2021anonAEH20210506200412
162 2021anonAEJ20210507150631
163 2021anonAEK20210505105558
164 2021anonAEK20210506124620
165 2021anonAEN20210511134507
166 2021anonAEQ20210505181226
167 2021anonAES20210506171246
168 2021anonAES20210506172605
169 2021anonAET20210507233041
170 2021anonAEX20210507155231
ASP Diagnosis prediction results against Manual Diagnosis:
> precision: 0.5400
> recall: 0.9550
> f1_score: 0.6899
> accuracy: 0.6877
> worst_exam: 0.6175
> best_exam: 0.2000
> mean_time_ms: 25096.1685
Hitting Set without Create prediction results against Manual Diagnosis:
> precision: 0.8586
> recall: 0.8006
> f1_score: 0.8286
> accuracy: 0.8795
> worst_exam: 0.3275
> best_exam: 0.2468
> mean_time_ms: 0.3927
Hitting Set with Create prediction results against Manual Diagnosis:
> precision: 0.5749
> recall: 0.8392
> f1_score: 0.6824
> accuracy: 0.7158
> worst_exam: 0.4819
> best_exam: 0.2702
> mean_time_ms: 0.3793
Hypothesis Checker without Create prediction results against Manual Diagnosis:
> precision: 0.8586
> recall: 0.8006
> f1_score: 0.8286
> accuracy: 0.8795
> worst_exam: 0.3275
> best_exam: 0.2468
> mean_time_ms: 0.1623
Hypothesis Checker with Create prediction results against Manual Diagnosis:
> precision: 0.5749
> recall: 0.8392
> f1_score: 0.6824
> accuracy: 0.7158
> worst_exam: 0.4819
> best_exam: 0.2702
> mean_time_ms: 0.1738
Prolog Diagnosis without Create prediction results against Manual Diagnosis:
> precision: 0.9533
> recall: 0.7878
> f1_score: 0.8627
> accuracy: 0.9088
> worst_exam: 0.3813
> best_exam: 0.2058
> mean_time_ms: 200.1925
Prolog Diagnosis with Create prediction results against Manual Diagnosis:
> precision: 0.6573
> recall: 0.8264
> f1_score: 0.7322
> accuracy: 0.7801
> worst_exam: 0.5123
> best_exam: 0.2175
> mean_time_ms: 336.7066
Took 92.61133909225464 to test with 16 test cases
