"V1" "V2" "V3" "V4" "V5" "V6"
47,8500711860899 NA 10,9796968416543 -12,9936046144896 NA -29,7337702424331
8,02906216791431 30,8306812888029 71,0311586384794 -2,3552907990696 -10,2044763350254 -21,5690184402608
-36,4354775145313 16,2093977896755 NA -21,0553037837105 -28,4255665490269 -33,5915163474892
14,5846489975741 10,2979315337872 41,5306539049383 -6,20551956672262 -7,68536219721405 -16,8563295382814
36,7236622763418 38,5129254050367 NA -6,01126597013773 -9,55695295140042 -19,490801412408
-45,4173115793006 NA 3,31461185157303 NA -28,8457692699742 NA
-43,8690117796705 -14,0553294884515 -36,6183533367888 -17,5013791629726 -25,2296470872087 NA
63,1568524821191 38,4718154621437 43,3046200470296 NA -1,27976594720667 -6,440170583964
NA 50,6517485045963 23,7628526391991 -11,685065871636 -14,3347124655219 -21,7332046529608
28,6069313728489 3,29132573546228 37,0947379064265 NA -26,2485765894016 -37,5338908474063
-30,0623861982895 -0,720817118259358 8,37117415519043 -15,320167917809 -26,5166013380194 -35,2585659755421
-44,356057041427 -9,88423374325428 -5,06159424066142 -16,4864588557499 NA -38,3551944114514
-23,826832754242 NA 20,8008832372883 -12,0988343105551 -35,7820106032731 -49,1761252233749
-24,1087378194168 -24,6695965625524 11,0652242978632 -8,18810737911455 -6,22843501995214 -14,2612760365756
50,2454814943236 57,3524401925705 NA -10,4374743493173 -23,2764598743585 -33,5331381462617
-36,3044555439738 NA 20,59093174294 -7,30963102671049 NA -9,2999054382595
7,63328834175759 3,88548816012385 24,1848302237919 -9,91780438351321 NA -23,0164357325375
-59,2029005100232 -50,1564408419966 NA -12,0499808962784 -30,9101682456607 -43,2193542336598
NA -49,1247547116272 27,9325387227709 NA -0,532524757372759 -9,19585639241846
-46,7323535681706 -20,3316911604026 -11,8463070376413 -13,4735113072019 -16,7009732763435 -24,3266242548825
-24,01039860465 -1,97608980966101 30,1755733110381 -9,27643238843324 -18,5403748652703 -28,8132463628305
46,9827014990487 47,3464267601367 59,6077061652854 -4,78285949926299 -4,85786556846827 -13,6844445126385
9,84647202468198 37,735082344755 7,96462417280741 -16,4047366981036 -24,3703462009113 NA
NA -10,5032608105441 -15,4051561930227 -16,3615715864044 -29,4726374126339 -38,4428827939502
NA 61,3996218842944 76,0593901587776 0,545169609805331 11,54286855046 NA
NA 79,5186836519783 81,663528200943 -5,57027747764169 -9,33211521261602 -18,2267495108953
-48,3400751507888 -17,6765385940327 -8,07848744166645 -13,3266048063887 -29,0796530495666 -40,3850988945024
-18,3604788554849 10,7789642650121 21,8797547093432 -13,3489669747066 -18,3041628022972 -25,9588876054631
0,050625950597631 29,0049023356178 -19,6192422922937 NA NA -44,9882088780262
22,7297943735397 39,7418148479661 59,2577369717524 -7,34496223984941 -22,2768521336926 -33,5646017731093
-67,7223801918419 -50,3021845070509 32,6954148423849 -6,26460341879299 NA NA
-0,710150455064786 29,0166055274029 13,6918717688449 -15,1043746485239 -23,6731980308846 -30,8096814875738
21,8615143992975 9,72861805514666 NA -8,61231533856673 -18,8772995090971 -29,5860860431923
28,2076471165993 20,0825354242036 25,2311766679973 -11,4602500547339 -35,4884807419734 -48,9863002738708
-37,8768418778237 NA -15,1621941581872 -15,0227436050923 -20,5229513524575 -28,4253878944368
-15,1596509567772 18,6428668395164 13,2847283671506 -15,8743293530528 -34,2578743468103 -44,4668849651592
-7,97591865909847 -4,69300718771237 NA NA -14,579584887763 NA
-24,708549858978 -28,4718077554176 28,1238131017172 -8,37078266248267 -19,3295832231327 -31,19260844686
10,3759437828703 -17,5782962119508 43,7932384633 -1,31363890845799 -8,96092341733564 -21,9179941482121
-24,4346909353885 -4,76988784063251 8,57688935386768 -15,2440840426498 -22,1424927849271 -30,014945766996
13,423710217572 26,7826168011901 11,081722938438 -9,85129441783897 -8,05926038269562 -15,1480992160986
7,2009366595445 12,2345801973639 39,1023684857059 -7,11407850502531 -21,5505263480106 -34,046648774028
2,49900801772995 -1,89486965208838 45,0223289218776 -5,04372553567486 -4,6829610993469 -13,8995645447147
47,4844512009624 65,9204292016963 41,4516032750858 NA -6,61460454888181 -13,2577238660915
65,9885823953458 58,6540353495053 NA -14,0825467741813 NA -44,2481270428518
-1,28824694976183 -10,1482005018884 72,7458879322324 NA -7,05329278557493 -20,7613451991844
-22,3274270635685 NA 9,88212627466082 -15,6416951824047 -31,8939657413558 -41,605148054014
81,3430443647357 53,8651100565942 81,9224559068542 -0,814346862824729 6,44161577947348 -0,927772957820846
15,6133316474726 20,3932490734458 41,2662211515752 -9,96025682443741 -22,9813247322726 -32,9602017242552
51,2869941988822 41,3689606623189 NA -6,61961417671323 -14,3617680286306 -25,721185850812
78,8854690618104 75,6649054496992 70,9857596615987 -7,31683463782881 -30,6276463602136 -44,782740386905
5,26708381251682 11,3401349687239 31,4542281121297 -11,0635141446113 -35,5380924189185 -49,4551024542276
-1,6359412600923 27,2163433607804 47,1912488518386 NA -22,6489850897861 -33,3500617995926
NA 7,26846378155862 38,4084573838405 -5,4132310236084 -1,32835694744199 -9,03246260829598
-80,2582789804996 NA NA -17,4139764446123 -37,8414267859451 -49,1803949103588
NA 23,9893356424561 32,6143222115453 -10,328092416715 -15,066979446205 -23,7116821727248
20,8362871857775 35,4881822800661 50,6500951704862 -10,6397672726713 -19,5841545911139 -28,266013825908
NA 29,8947559202029 13,5103065075373 NA -21,7999985214732 -30,1060020690793
-0,26242798916542 22,7038332310398 12,9438091421347 -11,1774241012648 -25,5404702423054 -35,8986730770153
NA -5,91448454490353 -11,9233401220232 NA -29,4925572963277 -37,0687945350303
-64,8086447639171 -35,7379454513831 -33,1303011260479 -20,0023747482003 -35,4031615476542 -44,6689152626097
NA NA NA -9,2115554213487 -20,0524582605944 -30,6950129631931
85,3639854160127 73,7154798842929 NA 0,0182045205599959 -11,9545440695143 -25,2089740339937
-20,111875222175 6,62305937499226 14,2221382815472 -12,3043393442876 -24,1978805838917 NA
47,1585091489784 NA 32,0400527525746 -6,13695570326347 -4,41891288886136 -12,8846591053101
52,6235445609105 28,3858053810651 33,7618254924236 -11,2701885735528 -27,4960300074616 NA
60,2578997628201 49,6000078421376 NA -3,96444965816957 -12,5781275513365 -24,4632864737625
NA 35,9281476259643 54,392377488323 -4,74120735806015 -19,1393854996938 -31,2437313281321
-24,918275074558 NA -14,0905746458897 -17,8754862366528 -34,4215027146381 NA
-45,1136492761213 -21,8158609479371 -0,424810302771299 -12,3420374042177 -20,9621607207243 NA
NA -23,7421972512345 35,5334402165169 -3,63339687200273 -14,0047488036491 -26,8438792780443
-17,7323162543396 8,54957497867874 6,69323531257903 -15,7489661639188 -27,3316767752307 -34,9858172283205
13,8809182641758 NA 60,8141059232931 -5,77664522295068 -15,9531813024975 -26,7671684575778
-53,7390278911899 -11,7914903182138 -22,1759089148823 -19,0931888998805 -30,3689998486148 -37,3515049339309
NA 47,4432814209909 57,3481811980734 -5,12853390732569 -7,54945688765992 NA
-6,97775872419782 8,29540727377505 25,7131544249996 -11,1434886386659 -19,6773974944921 -28,7305791107619
62,3703414607806 53,2023396316875 NA -7,2039912744071 -22,0954785991555 -34,1724410078241
-33,8228751915098 -14,0215186784494 16,0892827658874 -13,7230834009189 NA -36,6172242459912
-26,8723886230548 -13,2241486202326 24,1174161511513 NA -21,8370576360819 -32,6549498616362
-33,4485131401739 20,5631618062184 -32,539497109146 -22,7941341030813 -41,2160041092898 NA
-40,4018006399672 -30,6931373541888 -2,45292910986027 NA -22,0829773071401 -30,3023613297033
30,988586269911 39,7594599751229 24,578587018997 -14,4541226272314 -32,2005535668628 -42,8601271992259
40,9096868113021 49,7923025954215 48,896468555781 -11,7877885130066 -34,5154453063599 -48,1626523766443
0,4545503490406 12,6840296224977 NA -7,5357264509118 -22,2389304159485 -34,5707349863095
18,3733614412641 NA 34,9335778147216 -8,41857784870704 -28,990756411224 -42,0669304106817
-5,13122435611886 -0,847695593483547 -5,94397442131476 NA -16,4657020376627 NA
66,6287441298391 82,3313400383624 NA NA NA -45,4282921535566
49,1022879152773 50,4791308064688 57,6928218433625 -7,07200524900937 NA -42,6120955806133
0,472092165154775 6,37010634166807 -2,93747128441819 -17,0305907364582 -20,5178600381281 NA
3,72031648621708 31,6186669142223 NA NA -23,7663555544575 -35,6215020853503
-15,7676858972115 25,6860495817675 26,7067352384728 -12,5917081882767 -29,2514281601089 -40,1873788325306
-41,240039790419 -19,9161354845216 16,1245994632202 -9,36733152028425 NA NA
NA 48,289145389941 75,7986486578054 NA -6,95179294012694 -18,05846120395
-6,81276791804644 14,3369725241893 NA -16,6526704264974 NA -29,360590158864
80,3211083797458 77,4263034089796 84,1725663773814 -2,86323569282422 NA NA
-4,96953075596837 20,5879504792182 -8,36958635027989 -16,7887802255415 NA -42,1861212275328
-24,4854309952962 NA -0,584827315124418 NA -38,407176174734 NA
NA 52,4465844719201 46,6502812482862 -9,92072009012679 -14,2373774976082 NA
NA 11,6648145828915 -9,38242725774077 -12,9616121457647 -17,7895837166701 NA
25,163042758204 NA 28,6416105924144 -9,07557440561638 -18,4229282550123 -28,7146661462271
0,313960692817179 37,1988049664473 -10,8526474639829 -19,8120653438032 -37,6303879387999 -46,9165799390888
11,9385590556577 28,6716650284966 30,2171519165157 -12,9282218067329 -31,7144130170221 -43,1634697097987
-28,190225049124 -11,9556352450443 8,78242932326807 -10,5757471038922 -22,56581594593 -33,0426736890295
20,0516724632976 46,9164085405931 32,4822648266869 -13,3211570126377 -18,9161142105369 -25,8727001207772
-23,5943233559928 -3,33042344319065 40,493923185478 -8,12089186438385 NA -46,8127020545395
32,8457344975186 16,4362218504792 69,1541306230334 -3,3520354746919 -16,7802203922912 -29,9401522484824
18,5568090703855 29,945896673752 23,8462022147372 NA -28,2295927957975 NA
-24,3388024703137 -12,6081660418378 27,6132715424586 -10,5621855976266 -18,257166372422 -27,0314181768414
7,43853289256212 -6,52315988294792 38,486979505041 NA -9,83210863372232 -20,2536768829498
32,7275284333756 24,9378616371144 63,3937872649578 NA -4,14017005724527 -13,1705153751051
66,6056010340666 45,2834685465926 60,8948002732702 -3,07257141089935 NA -27,6564915987169
NA 2,48864122239226 20,6222859431385 NA NA NA
NA NA 57,2225957727625 -3,92242595041399 -3,81487927119787 -13,0766716706782
-45,318063375025 NA 32,5537772754113 -7,60597476395175 -19,6288986444636 -31,5467856457788
-13,3807256401601 -1,82478907971295 2,12681887932404 -8,0243701649897 -12,5969085085591 -21,0177374234032
40,0565000404666 46,8896290146936 NA -5,39125184567328 -11,8212040526184 -22,5770098343505
-4,64920416803422 3,57299335542802 57,3130496282235 -6,44033965774421 -21,8465245237506 -35,0971279230835
60,593514592614 30,5338983968506 102,947048007548 NA -0,767786480354861 -14,1090085159783
-8,74330619331408 -15,1295862367339 8,80183763531187 -12,0821257433806 -16,0298707726112 -24,508422190295
69,2069000731068 59,071127119565 80,3868981957366 NA -9,94303458838747 NA
NA 67,6098871974247 58,1296438462693 -6,15550272524435 -3,99710429050011 NA
-1,54725513193852 NA 45,4349458526402 NA NA NA
43,7787140869558 15,238531399107 59,1820304708087 -5,12539827480855 -19,0616362824661 -32,4043879827939
36,9202454354914 30,5438076381737 NA -4,17833165286425 NA -20,5168069245343
NA 27,6792073743715 6,37031285670159 -10,6546351282761 2,52647060506986 -0,657042076122863
-16,7625797217588 4,76481934333103 31,8726826869799 NA -30,5325773396497 -40,1246285250434
44,7215014020011 53,1477058699215 45,7049476135579 -12,4858077093192 -38,9890357273833 -52,2252175057413
53,0193574146419 61,6476565420361 55,5504748365356 -7,60188063456995 -11,9540638716798 -20,4957711530458
38,4219372658412 47,0622191507095 61,8725446274847 -6,97524311416776 NA -39,010654617353
75,086127695902 NA 57,8736103716622 -7,08064250042543 -12,7900428144201 -21,7626383622541
NA 15,5605341041936 33,0223532772115 -11,336064018621 -38,6101089788673 -53,6001578753728
94,7487095672597 NA 81,4314848802672 -2,10320803551063 NA -22,468448228923
-10,787737616267 NA 47,1441561611187 -5,73532671687767 -7,08758400312113 -16,9149593063069
37,6570081917817 NA NA -2,69095231597103 -7,64357256243259 -19,3984168299151
19,482363609535 35,5375682992863 38,7095294718803 -6,79439851645423 -4,59232372487576 NA
NA 49,0123237967876 NA -3,89513039265905 -32,8318290525197 -50,43737075944
57,6671247007458 35,4374981401732 NA -1,28663451712408 -8,94050624973025 -21,1652770954057
NA 24,3365050314484 -6,0769227567206 -13,8663290597307 -8,60909992712071 -12,3951186558326
-35,1763150892267 -8,80168967358794 10,0080226692358 -12,1243141595326 -24,7252555217499 -35,2631510374337
49,3524530843898 NA 52,7917277498573 -8,37652297798359 NA -30,2940654958443
11,3758559076879 19,7766842042469 34,4619813126148 -6,6304499510515 -13,2779207012671 -23,0443189236225
-24,8233535516791 20,0037285330762 -4,1354823060135 NA NA NA
10,4992213101256 2,21163264544146 31,9418013844174 NA -20,5701137525103 -32,7544174271049
63,201028417677 53,4866026891817 74,3960210833239 -2,76115328544031 -18,9077310228526 -33,2014270317409
-25,9113580247082 -33,6343438705418 55,7872682872971 -7,06782106460544 -27,804698659543 -42,9895800505832
13,4154677561617 10,1011761744759 28,3655523331111 -6,0458594380587 -4,06278574028497 NA
9,98136260282043 21,2770053724837 11,7866727086177 -13,4087821399111 -21,7122403978006 -30,4547679403975
-42,6128359369972 -31,2200164208922 30,2298099355195 -11,7329534523532 -31,4168580782401 -44,6880785590178
0,751079525078522 21,3344987665333 33,4200482287298 NA -17,6611302890379 -27,5406287928109
48,9495809068057 41,3193476713354 47,8007004534765 -7,20376065726081 -17,8558978133948 -29,2240430200869
48,6636819343201 53,8725092871962 56,6143006150554 NA -6,39272487084944 -14,4446951565183
37,5472420703792 35,0032470263864 57,3774392496365 -2,55569153845639 -3,77943864735006 -13,733304579884
-11,1466117049063 -9,92546059577227 26,5464594351176 -10,1192685719171 -16,0521536868293 -25,1336764503113
115,940879653735 109,486133459891 NA -2,99874240584602 -11,5534003675244 -22,6813407485386
-67,8876240101243 -30,7263807258112 NA -27,1411739026037 -49,2474127304758 -58,0132390053853
NA 58,6592871169046 24,73671266013 -12,6046285265912 -11,281937561431 -17,4770407779791
43,0356558107454 49,8647514044637 41,4706977777202 -9,81774944172964 NA -21,7159348875496
26,1004110346405 15,2875832612253 48,4878041303976 -4,40177893468412 NA -17,1533245929428
48,2207999851432 64,5036344732399 40,2460588254859 NA -17,3771623659433 -26,1631392357345
35,161001179829 31,1822168706655 61,6141872464973 -7,55327106411489 -25,3146426905926 -38,5599324143855
0,533476983868695 18,2328278075201 4,4527628910174 NA -21,9671381860283 -29,8217768511158
NA -8,13672747728331 -20,1154085948537 -18,2135346072201 -18,1374632506125 -22,5248004353995
-17,8270754559142 -33,6058681809049 28,3155284839623 -10,0211176044012 -19,692479197533 -30,8380452269098
-49,8099952420025 -40,5970888026734 NA NA -21,9566485055384 NA
46,2963336886941 37,260717941576 25,1216789352902 -12,3645621684644 NA -36,099161314621
-35,2842816811477 16,3450960525881 26,9607482672403 -14,8382327260667 -25,9555811631868 -34,1340889757799
24,4051443063281 54,8469233204671 1,49854304958489 -16,0446164452035 -28,4973784852343 -36,6851384736022
-63,5793836664687 NA 46,2981339800464 -7,37259894338192 NA -28,3606062249723
NA 46,5373047819997 34,2461828670592 NA -28,9610824979519 -41,4563996419642
-86,5151556382604 NA NA -18,0113523753064 -36,5680565946565 -47,7816767084027
NA 12,1005460322667 46,3096057176465 NA -15,1219539698802 -25,5729791227021
-10,2327343225916 0,821234578593018 33,2386582200182 -10,0469790266934 -25,7323203705367 -37,9014309589019
NA 27,2343433716168 8,65153584461547 -15,9337246254097 -42,6080434309697 -55,6659035870871
NA 27,4637602335704 NA -10,0896997320568 -26,4734334158086 -38,3392070608407
47,9337872841187 29,8168357191906 75,2298371273709 -1,84748843795494 -14,9498176315538 NA
14,2616324568901 24,8360938381624 -1,52470255741318 -16,135005455758 -26,8804950233226 -35,3288635898681
-4,75661314071232 NA NA -10,1645729119496 -12,2766643359225 -20,1046993194922
24,3662665074481 26,8977739045079 68,1043906281889 -4,72266657534551 -14,7313232372735 -26,4781088409371
1,41624142743798 23,1911148809203 NA -14,1057008981239 NA -55,6619063597698
-1,49091332367052 -8,28530045545867 2,11905300932824 -12,2422986989734 -12,1921910599173 -18,6050568007681
33,5882164568223 34,4626355753675 NA -7,08688434156791 NA -18,7089739887377
NA 29,8732860591021 28,4217678610229 NA NA -21,9790953130566
NA 13,3471131072004 7,99758994131831 -14,8574041993453 -22,3477736296358 NA
41,6594909757598 30,0339382678497 75,2720408092033 0,670012266237022 -2,99965147097719 NA
-24,4520467415288 4,41434710210103 NA -20,0468162550986 -31,972009453352 -39,3356385310104
NA 55,0556018064427 26,8888960046502 -9,10769018894356 -10,630405592192 -18,8165318265872
-49,9956357952686 -48,333520494852 31,0863156843884 NA NA -2,95733239852522
46,4213180050842 29,8843027996607 47,1536795343366 -3,91621352175732 -13,9825913290857 -26,533342592333
-17,6726560766314 12,3639245803323 -7,04172447901827 -14,4054678054194 NA -43,7599194664692
-4,01703539777453 -1,77291024887624 3,24125079396173 -11,7782341455141 -18,2914107898576 NA
-62,7053884433 -7,50145969542634 -57,6967149641076 -28,9732435294211 -36,4347925620406 -40,1281311871644
6,86254237326729 29,4973302656073 55,7251734546189 -4,49824580026916 -12,2981979189998 NA
NA -23,1353475954601 -11,319693993698 -16,885695617533 NA NA
12,6649803915688 13,0062304617353 44,3105563268188 -5,22609489830317 -17,2060017204963 -29,3617566919042
-7,36043656143691 18,7468799981815 -1,69158985447246 -13,7124962156779 -26,3415393580382 -36,3030305011657
-34,7427561785921 -1,53046173729671 NA NA -24,3777991065672 -32,0077318546354
-0,654018624302681 15,2089286801025 16,625391402167 -16,2459987280079 -26,1559168821474 -34,0617065710817
-52,8697781220739 -30,5882006523934 3,06654948083985 -9,51093571588396 -23,4276905336857 -35,0712778153768
-10,9514280182775 17,62550952146 -2,76685021641927 -14,5780629079218 -13,2376650968057 -17,9597244943844
13,1914884566654 4,86253969405296 46,3076054408651 -4,80577865220029 -11,0204146411719 -21,800965646648
13,9787518854947 32,9342390439606 10,7198501712787 -13,4861169142184 -17,2088122514266 -24,3710487636639
27,8340590744858 23,2414458001254 NA -9,98638405564119 -28,5124168227445 NA
53,375319077309 NA 89,3844242963078 -1,78325710968566 -13,3636064949513 -26,5894629652167
-23,5574651267721 17,7584811812739 -24,2977536533032 -22,8934205507097 -45,3979112063647 NA
-19,6232582657461 -3,68329259444669 0,897285607368499 -13,1210535299224 -19,0106481526904 -26,4003594514827
5,56232188139277 16,016472190142 37,8021634286497 -13,0941851735867 -35,738759230991 -48,600040777989
NA 11,2949879818703 -4,01078851199298 -16,4238275507309 -33,6781528252179 -43,8694841566619
21,2939325835974 25,1193975525472 27,2954767341157 -8,24823713421867 -16,7843499802639 -26,5403450974065
27,1984055382416 42,5030486447888 48,6838035334893 -7,33271510142689 -22,7766424886298 -35,0708003801574
28,5352448282836 17,1219757000185 36,3435880901011 -10,0736210882962 -18,0229025716726 -26,8792697537139
-19,1029153043408 -9,78782856659707 29,2213512603357 -9,56964246495531 -20,4792760074196 -31,3443099723409
63,5537269564859 37,8782238567874 56,5474488291956 -4,9616260672039 -20,9709959674493 -34,4045614119546
23,6959993831849 7,61557759212626 36,2785788004869 -3,46752548892993 -7,68049240096634 -18,4284719945667
-34,4360517590235 NA 9,38810308829932 -10,2571925828282 -12,9524357269606 -20,6634055245972
-27,5555420084418 NA 26,9771151266248 NA NA -22,3961077813547
35,8581129188377 36,6130544652629 52,914370886172 -6,44807871222156 -13,7244883548088 -24,7450622079221
10,8526226920834 36,9098020119149 25,0934242432891 -12,0023489745349 NA NA
12,724719082581 16,8878616549779 49,2755017214207 NA -18,3896649267442 NA
NA 48,8852669913497 33,8935505543402 NA -38,7717240994405 -51,9560703509778
2,07590333930086 18,2234089463275 43,3024790494377 -8,33624944093099 -9,4599358294438 -16,7729868217744
39,3829568883354 32,2687885536574 102,403029051467 1,70574713414767 -6,68827618356069 -19,4751382589624
0,341595282703739 2,52967480705529 NA 0,778061408031931 5,92320854280387 -4,23464553257314
8,55993341068745 -2,63748954023079 82,5912320107828 1,72060501445206 -4,17092089519061 -16,7696381985451
39,3483136816667 53,1623906684418 2,70393354126052 -13,9946248305748 -13,038460150416 NA
17,2462169490078 3,13689997017163 NA -2,41532776611363 -12,9986897198865 NA
NA 48,5070440659736 44,8300349782255 -8,7176517445768 -6,19830155684892 -11,9776484422067
21,359886645064 34,2715784373636 NA -9,1123105946919 -28,0934210508812 NA
NA NA NA -6,53663602504237 NA -25,1062599962643
